country_id,layer_id,admin_level,definition,unit,available_years,latest_available_year,comparison_eligible,blocker
"hungary","regional_gdp_per_capita","NUTS3","由区域 GDP / 区域人口计算；必须保留计算公式和原始来源。","欧元","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"hungary","regional_unemployment_rate","NUTS3","Eurostat 年度 LFS 失业率：sex=T、age=Y15-74、isced11=TOTAL、unit=PC。只在当前地图层级可直接对应时使用，不复制上级区域值。","not_applicable","[]","unavailable","false","complete_regional_observations_unavailable"
"hungary","regional_employment_rate","NUTS3","Eurostat 年度 LFS 就业率：sex=T、age=Y20-64、unit=PC。v0.89 只采用这一项就业指标，避免与就业人数或登记就业混用。","not_applicable","[]","unavailable","false","complete_regional_observations_unavailable"
"hungary","regional_manufacturing_share","NUTS3","由同年同区制造业 GVA（NACE C，CP_MEUR）/ 区域总 GVA（NACE TOTAL，CP_MEUR）计算；不是制造业就业比重，不复用国家值。","%","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"hungary","regional_population_change_pct","NUTS3","历史事实变化：(value_2024 / value_2021 - 1) × 100；不是预测或绩效评分。","%","[""2024""]","2024","true",""
"hungary","regional_gdp_per_capita_change_pct","NUTS3","名义人均 GDP 历史变化：(value_2024 / value_2021 - 1) × 100；不等于实际增长或生活水平评分。","%","[""2024""]","2024","true",""
"hungary","regional_unemployment_change_pp","NUTS3","历史事实变化：unemployment_2024 - unemployment_2021；不是预测或区域压力指数。","not_applicable","[]","unavailable","false","complete_regional_observations_unavailable"
"hungary","china_project_locations","NUTS3","已核验项目的城市或区域参考位置；不代表项目经济影响。","not_applicable","[]","unavailable","false","层级、覆盖或质量条件尚未满足。"
"czechia","regional_boundary","NUTS3","已核验行政边界。","not_applicable","[]","unavailable","false","层级、覆盖或质量条件尚未满足。"
"czechia","regional_population","NUTS3","第一批区域基础指标；真实观测值应进入 region_observations，不与国家级 observations 混写。","人","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"czechia","regional_gdp","NUTS3","区域 GDP 仅用于区域事实展示和比较准备，不下推国家级 GDP 数据。","百万欧元","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"czechia","regional_gdp_per_capita","NUTS3","由区域 GDP / 区域人口计算；必须保留计算公式和原始来源。","欧元","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"czechia","regional_unemployment_rate","NUTS3","Eurostat 年度 LFS 失业率：sex=T、age=Y15-74、isced11=TOTAL、unit=PC。只在当前地图层级可直接对应时使用，不复制上级区域值。","not_applicable","[]","unavailable","false","complete_regional_observations_unavailable"
"czechia","regional_employment_rate","NUTS3","Eurostat 年度 LFS 就业率：sex=T、age=Y20-64、unit=PC。v0.89 只采用这一项就业指标，避免与就业人数或登记就业混用。","not_applicable","[]","unavailable","false","complete_regional_observations_unavailable"
"czechia","regional_manufacturing_share","NUTS3","由同年同区制造业 GVA（NACE C，CP_MEUR）/ 区域总 GVA（NACE TOTAL，CP_MEUR）计算；不是制造业就业比重，不复用国家值。","%","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"czechia","regional_population_change_pct","NUTS3","历史事实变化：(value_2024 / value_2021 - 1) × 100；不是预测或绩效评分。","%","[""2024""]","2024","true",""
"czechia","regional_gdp_per_capita_change_pct","NUTS3","名义人均 GDP 历史变化：(value_2024 / value_2021 - 1) × 100；不等于实际增长或生活水平评分。","%","[""2024""]","2024","true",""
"czechia","regional_unemployment_change_pp","NUTS3","历史事实变化：unemployment_2024 - unemployment_2021；不是预测或区域压力指数。","not_applicable","[]","unavailable","false","complete_regional_observations_unavailable"
"czechia","china_project_locations","NUTS3","已核验项目的城市或区域参考位置；不代表项目经济影响。","not_applicable","[]","unavailable","false","层级、覆盖或质量条件尚未满足。"
"slovakia","regional_boundary","NUTS3","已核验行政边界。","not_applicable","[]","unavailable","false","层级、覆盖或质量条件尚未满足。"
"slovakia","regional_population","NUTS3","第一批区域基础指标；真实观测值应进入 region_observations，不与国家级 observations 混写。","人","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"slovakia","regional_gdp","NUTS3","区域 GDP 仅用于区域事实展示和比较准备，不下推国家级 GDP 数据。","百万欧元","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"slovakia","regional_gdp_per_capita","NUTS3","由区域 GDP / 区域人口计算；必须保留计算公式和原始来源。","欧元","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"slovakia","regional_unemployment_rate","NUTS3","Eurostat 年度 LFS 失业率：sex=T、age=Y15-74、isced11=TOTAL、unit=PC。只在当前地图层级可直接对应时使用，不复制上级区域值。","not_applicable","[]","unavailable","false","complete_regional_observations_unavailable"
"slovakia","regional_employment_rate","NUTS3","Eurostat 年度 LFS 就业率：sex=T、age=Y20-64、unit=PC。v0.89 只采用这一项就业指标，避免与就业人数或登记就业混用。","not_applicable","[]","unavailable","false","complete_regional_observations_unavailable"
"slovakia","regional_manufacturing_share","NUTS3","由同年同区制造业 GVA（NACE C，CP_MEUR）/ 区域总 GVA（NACE TOTAL，CP_MEUR）计算；不是制造业就业比重，不复用国家值。","%","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"slovakia","regional_population_change_pct","NUTS3","历史事实变化：(value_2024 / value_2021 - 1) × 100；不是预测或绩效评分。","%","[""2024""]","2024","true",""
"slovakia","regional_gdp_per_capita_change_pct","NUTS3","名义人均 GDP 历史变化：(value_2024 / value_2021 - 1) × 100；不等于实际增长或生活水平评分。","%","[""2024""]","2024","true",""
"slovakia","regional_unemployment_change_pp","NUTS3","历史事实变化：unemployment_2024 - unemployment_2021；不是预测或区域压力指数。","not_applicable","[]","unavailable","false","complete_regional_observations_unavailable"
"slovakia","china_project_locations","NUTS3","已核验项目的城市或区域参考位置；不代表项目经济影响。","not_applicable","[]","unavailable","false","层级、覆盖或质量条件尚未满足。"
"germany","regional_boundary","NUTS1","已核验行政边界。","not_applicable","[]","unavailable","false","层级、覆盖或质量条件尚未满足。"
"germany","regional_population","NUTS1","第一批区域基础指标；真实观测值应进入 region_observations，不与国家级 observations 混写。","人","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"germany","regional_gdp","NUTS1","区域 GDP 仅用于区域事实展示和比较准备，不下推国家级 GDP 数据。","百万欧元","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"germany","regional_gdp_per_capita","NUTS1","由区域 GDP / 区域人口计算；必须保留计算公式和原始来源。","欧元","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"germany","regional_unemployment_rate","NUTS1","Eurostat 年度 LFS 失业率：sex=T、age=Y15-74、isced11=TOTAL、unit=PC。只在当前地图层级可直接对应时使用，不复制上级区域值。","%","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"germany","regional_employment_rate","NUTS1","Eurostat 年度 LFS 就业率：sex=T、age=Y20-64、unit=PC。v0.89 只采用这一项就业指标，避免与就业人数或登记就业混用。","%","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"germany","regional_manufacturing_share","NUTS1","由同年同区制造业 GVA（NACE C，CP_MEUR）/ 区域总 GVA（NACE TOTAL，CP_MEUR）计算；不是制造业就业比重，不复用国家值。","%","[""2021"",""2022"",""2023""]","2023","true",""
"germany","regional_population_change_pct","NUTS1","历史事实变化：(value_2024 / value_2021 - 1) × 100；不是预测或绩效评分。","%","[""2024""]","2024","true",""
"germany","regional_gdp_per_capita_change_pct","NUTS1","名义人均 GDP 历史变化：(value_2024 / value_2021 - 1) × 100；不等于实际增长或生活水平评分。","%","[""2024""]","2024","true",""
"germany","regional_unemployment_change_pp","NUTS1","历史事实变化：unemployment_2024 - unemployment_2021；不是预测或区域压力指数。","百分点","[""2024""]","2024","true",""
"germany","china_project_locations","NUTS1","已核验项目的城市或区域参考位置；不代表项目经济影响。","not_applicable","[]","unavailable","false","层级、覆盖或质量条件尚未满足。"
"romania","regional_boundary","NUTS3","已核验行政边界。","not_applicable","[]","unavailable","false","层级、覆盖或质量条件尚未满足。"
"romania","regional_population","NUTS3","第一批区域基础指标；真实观测值应进入 region_observations，不与国家级 observations 混写。","人","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"romania","regional_gdp","NUTS3","区域 GDP 仅用于区域事实展示和比较准备，不下推国家级 GDP 数据。","百万欧元","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"romania","regional_gdp_per_capita","NUTS3","由区域 GDP / 区域人口计算；必须保留计算公式和原始来源。","欧元","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"romania","regional_unemployment_rate","NUTS3","Eurostat 年度 LFS 失业率：sex=T、age=Y15-74、isced11=TOTAL、unit=PC。只在当前地图层级可直接对应时使用，不复制上级区域值。","not_applicable","[]","unavailable","false","complete_regional_observations_unavailable"
"romania","regional_employment_rate","NUTS3","Eurostat 年度 LFS 就业率：sex=T、age=Y20-64、unit=PC。v0.89 只采用这一项就业指标，避免与就业人数或登记就业混用。","not_applicable","[]","unavailable","false","complete_regional_observations_unavailable"
"romania","regional_manufacturing_share","NUTS3","由同年同区制造业 GVA（NACE C，CP_MEUR）/ 区域总 GVA（NACE TOTAL，CP_MEUR）计算；不是制造业就业比重，不复用国家值。","%","[""2021"",""2022"",""2023""]","2023","true",""
"romania","regional_population_change_pct","NUTS3","历史事实变化：(value_2024 / value_2021 - 1) × 100；不是预测或绩效评分。","%","[""2024""]","2024","true",""
"romania","regional_gdp_per_capita_change_pct","NUTS3","名义人均 GDP 历史变化：(value_2024 / value_2021 - 1) × 100；不等于实际增长或生活水平评分。","%","[""2024""]","2024","true",""
"romania","regional_unemployment_change_pp","NUTS3","历史事实变化：unemployment_2024 - unemployment_2021；不是预测或区域压力指数。","not_applicable","[]","unavailable","false","complete_regional_observations_unavailable"
"romania","china_project_locations","NUTS3","已核验项目的城市或区域参考位置；不代表项目经济影响。","not_applicable","[]","unavailable","false","层级、覆盖或质量条件尚未满足。"
"slovenia","regional_boundary","NUTS2","已核验行政边界。","not_applicable","[]","unavailable","false","层级、覆盖或质量条件尚未满足。"
"slovenia","regional_population","NUTS2","第一批区域基础指标；真实观测值应进入 region_observations，不与国家级 observations 混写。","人","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"slovenia","regional_gdp","NUTS2","区域 GDP 仅用于区域事实展示和比较准备，不下推国家级 GDP 数据。","百万欧元","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"slovenia","regional_gdp_per_capita","NUTS2","由区域 GDP / 区域人口计算；必须保留计算公式和原始来源。","欧元","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"slovenia","regional_unemployment_rate","NUTS2","Eurostat 年度 LFS 失业率：sex=T、age=Y15-74、isced11=TOTAL、unit=PC。只在当前地图层级可直接对应时使用，不复制上级区域值。","%","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"slovenia","regional_employment_rate","NUTS2","Eurostat 年度 LFS 就业率：sex=T、age=Y20-64、unit=PC。v0.89 只采用这一项就业指标，避免与就业人数或登记就业混用。","%","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"slovenia","regional_manufacturing_share","NUTS2","由同年同区制造业 GVA（NACE C，CP_MEUR）/ 区域总 GVA（NACE TOTAL，CP_MEUR）计算；不是制造业就业比重，不复用国家值。","%","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"slovenia","regional_population_change_pct","NUTS2","历史事实变化：(value_2024 / value_2021 - 1) × 100；不是预测或绩效评分。","%","[""2024""]","2024","true",""
"slovenia","regional_gdp_per_capita_change_pct","NUTS2","名义人均 GDP 历史变化：(value_2024 / value_2021 - 1) × 100；不等于实际增长或生活水平评分。","%","[""2024""]","2024","true",""
"slovenia","regional_unemployment_change_pp","NUTS2","历史事实变化：unemployment_2024 - unemployment_2021；不是预测或区域压力指数。","百分点","[""2024""]","2024","true",""
"slovenia","china_project_locations","NUTS2","已核验项目的城市或区域参考位置；不代表项目经济影响。","not_applicable","[]","unavailable","false","层级、覆盖或质量条件尚未满足。"
"serbia","regional_boundary","ADM1","已核验行政边界。","not_applicable","[]","unavailable","false","official_boundary_correspondence_and_regional_comparability_pending"
"serbia","regional_population","ADM1","第一批区域基础指标；真实观测值应进入 region_observations，不与国家级 observations 混写。","not_applicable","[]","unavailable","false","official_boundary_correspondence_and_regional_comparability_pending"
"serbia","regional_gdp","ADM1","区域 GDP 仅用于区域事实展示和比较准备，不下推国家级 GDP 数据。","not_applicable","[]","unavailable","false","official_boundary_correspondence_and_regional_comparability_pending"
"serbia","regional_gdp_per_capita","ADM1","由区域 GDP / 区域人口计算；必须保留计算公式和原始来源。","not_applicable","[]","unavailable","false","official_boundary_correspondence_and_regional_comparability_pending"
"serbia","regional_unemployment_rate","ADM1","Eurostat 年度 LFS 失业率：sex=T、age=Y15-74、isced11=TOTAL、unit=PC。只在当前地图层级可直接对应时使用，不复制上级区域值。","not_applicable","[]","unavailable","false","official_boundary_correspondence_and_regional_comparability_pending"
"serbia","regional_employment_rate","ADM1","Eurostat 年度 LFS 就业率：sex=T、age=Y20-64、unit=PC。v0.89 只采用这一项就业指标，避免与就业人数或登记就业混用。","not_applicable","[]","unavailable","false","official_boundary_correspondence_and_regional_comparability_pending"
"serbia","regional_manufacturing_share","ADM1","由同年同区制造业 GVA（NACE C，CP_MEUR）/ 区域总 GVA（NACE TOTAL，CP_MEUR）计算；不是制造业就业比重，不复用国家值。","not_applicable","[]","unavailable","false","official_boundary_correspondence_and_regional_comparability_pending"
"serbia","regional_population_change_pct","ADM1","历史事实变化：(value_2024 / value_2021 - 1) × 100；不是预测或绩效评分。","not_applicable","[]","unavailable","false","official_boundary_correspondence_and_regional_comparability_pending"
"serbia","regional_gdp_per_capita_change_pct","ADM1","名义人均 GDP 历史变化：(value_2024 / value_2021 - 1) × 100；不等于实际增长或生活水平评分。","not_applicable","[]","unavailable","false","official_boundary_correspondence_and_regional_comparability_pending"
"serbia","regional_unemployment_change_pp","ADM1","历史事实变化：unemployment_2024 - unemployment_2021；不是预测或区域压力指数。","not_applicable","[]","unavailable","false","official_boundary_correspondence_and_regional_comparability_pending"
"serbia","china_project_locations","ADM1","已核验项目的城市或区域参考位置；不代表项目经济影响。","not_applicable","[]","unavailable","false","official_boundary_correspondence_and_regional_comparability_pending"
"austria","regional_boundary","NUTS2","已核验行政边界。","not_applicable","[]","unavailable","false","层级、覆盖或质量条件尚未满足。"
"austria","regional_population","NUTS2","第一批区域基础指标；真实观测值应进入 region_observations，不与国家级 observations 混写。","人","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"austria","regional_gdp","NUTS2","区域 GDP 仅用于区域事实展示和比较准备，不下推国家级 GDP 数据。","百万欧元","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"austria","regional_gdp_per_capita","NUTS2","由区域 GDP / 区域人口计算；必须保留计算公式和原始来源。","欧元","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"austria","regional_unemployment_rate","NUTS2","Eurostat 年度 LFS 失业率：sex=T、age=Y15-74、isced11=TOTAL、unit=PC。只在当前地图层级可直接对应时使用，不复制上级区域值。","%","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"austria","regional_employment_rate","NUTS2","Eurostat 年度 LFS 就业率：sex=T、age=Y20-64、unit=PC。v0.89 只采用这一项就业指标，避免与就业人数或登记就业混用。","%","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"austria","regional_manufacturing_share","NUTS2","由同年同区制造业 GVA（NACE C，CP_MEUR）/ 区域总 GVA（NACE TOTAL，CP_MEUR）计算；不是制造业就业比重，不复用国家值。","%","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"austria","regional_population_change_pct","NUTS2","历史事实变化：(value_2024 / value_2021 - 1) × 100；不是预测或绩效评分。","%","[""2024""]","2024","true",""
"austria","regional_gdp_per_capita_change_pct","NUTS2","名义人均 GDP 历史变化：(value_2024 / value_2021 - 1) × 100；不等于实际增长或生活水平评分。","%","[""2024""]","2024","true",""
"austria","regional_unemployment_change_pp","NUTS2","历史事实变化：unemployment_2024 - unemployment_2021；不是预测或区域压力指数。","百分点","[""2024""]","2024","true",""
"austria","china_project_locations","NUTS2","已核验项目的城市或区域参考位置；不代表项目经济影响。","not_applicable","[]","unavailable","false","no_high_or_medium_confidence_project_reference"
"croatia","regional_boundary","NUTS3","已核验行政边界。","not_applicable","[]","unavailable","false","层级、覆盖或质量条件尚未满足。"
"croatia","regional_population","NUTS3","第一批区域基础指标；真实观测值应进入 region_observations，不与国家级 observations 混写。","人","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"croatia","regional_gdp","NUTS3","区域 GDP 仅用于区域事实展示和比较准备，不下推国家级 GDP 数据。","百万欧元","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"croatia","regional_gdp_per_capita","NUTS3","由区域 GDP / 区域人口计算；必须保留计算公式和原始来源。","欧元","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"croatia","regional_unemployment_rate","NUTS3","Eurostat 年度 LFS 失业率：sex=T、age=Y15-74、isced11=TOTAL、unit=PC。只在当前地图层级可直接对应时使用，不复制上级区域值。","not_applicable","[]","unavailable","false","complete_regional_observations_unavailable"
"croatia","regional_employment_rate","NUTS3","Eurostat 年度 LFS 就业率：sex=T、age=Y20-64、unit=PC。v0.89 只采用这一项就业指标，避免与就业人数或登记就业混用。","not_applicable","[]","unavailable","false","complete_regional_observations_unavailable"
"croatia","regional_manufacturing_share","NUTS3","由同年同区制造业 GVA（NACE C，CP_MEUR）/ 区域总 GVA（NACE TOTAL，CP_MEUR）计算；不是制造业就业比重，不复用国家值。","%","[""2021"",""2022"",""2023"",""2024""]","2024","true",""
"croatia","regional_population_change_pct","NUTS3","历史事实变化：(value_2024 / value_2021 - 1) × 100；不是预测或绩效评分。","%","[""2024""]","2024","true",""
"croatia","regional_gdp_per_capita_change_pct","NUTS3","名义人均 GDP 历史变化：(value_2024 / value_2021 - 1) × 100；不等于实际增长或生活水平评分。","%","[""2024""]","2024","true",""
"croatia","regional_unemployment_change_pp","NUTS3","历史事实变化：unemployment_2024 - unemployment_2021；不是预测或区域压力指数。","not_applicable","[]","unavailable","false","complete_regional_observations_unavailable"
"croatia","china_project_locations","NUTS3","已核验项目的城市或区域参考位置；不代表项目经济影响。","not_applicable","[]","unavailable","false","no_high_or_medium_confidence_project_reference"
