continuity_id,country_id,region_id,old_region_code,new_region_code,boundary_version,valid_from,valid_to,continuity_status,comparison_eligible,notes
"czechia_pardubice_CZ053_2021_2024","czechia","czechia_pardubice","CZ053","CZ053","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"czechia_vysocina_CZ063_2021_2024","czechia","czechia_vysocina","CZ063","CZ063","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"czechia_south_moravian_CZ064_2021_2024","czechia","czechia_south_moravian","CZ064","CZ064","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"czechia_olomouc_CZ071_2021_2024","czechia","czechia_olomouc","CZ071","CZ071","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"czechia_zlin_CZ072_2021_2024","czechia","czechia_zlin","CZ072","CZ072","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"czechia_moravian_silesian_CZ080_2021_2024","czechia","czechia_moravian_silesian","CZ080","CZ080","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"slovakia_bratislava_SK010_2021_2024","slovakia","slovakia_bratislava","SK010","SK010","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"slovakia_trnava_SK021_2021_2024","slovakia","slovakia_trnava","SK021","SK021","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"slovakia_trencin_SK022_2021_2024","slovakia","slovakia_trencin","SK022","SK022","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"slovakia_nitra_SK023_2021_2024","slovakia","slovakia_nitra","SK023","SK023","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"slovakia_zilina_SK031_2021_2024","slovakia","slovakia_zilina","SK031","SK031","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"slovakia_banska_bystrica_SK032_2021_2024","slovakia","slovakia_banska_bystrica","SK032","SK032","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"slovakia_presov_SK041_2021_2024","slovakia","slovakia_presov","SK041","SK041","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"slovakia_kosice_SK042_2021_2024","slovakia","slovakia_kosice","SK042","SK042","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"germany_baden_wurttemberg_DE1_2021_2024","germany","germany_baden_wurttemberg","DE1","DE1","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"germany_bavaria_DE2_2021_2024","germany","germany_bavaria","DE2","DE2","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"germany_berlin_DE3_2021_2024","germany","germany_berlin","DE3","DE3","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"germany_brandenburg_DE4_2021_2024","germany","germany_brandenburg","DE4","DE4","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"germany_bremen_DE5_2021_2024","germany","germany_bremen","DE5","DE5","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"germany_hamburg_DE6_2021_2024","germany","germany_hamburg","DE6","DE6","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"germany_hesse_DE7_2021_2024","germany","germany_hesse","DE7","DE7","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"germany_lower_saxony_de_DE9_2021_2024","germany","germany_lower_saxony_de","DE9","DE9","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"germany_mecklenburg_vorpommern_DE8_2021_2024","germany","germany_mecklenburg_vorpommern","DE8","DE8","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"germany_north_rhine_westphalia_DEA_2021_2024","germany","germany_north_rhine_westphalia","DEA","DEA","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"germany_rhineland_palatinate_DEB_2021_2024","germany","germany_rhineland_palatinate","DEB","DEB","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"germany_saarland_DEC_2021_2024","germany","germany_saarland","DEC","DEC","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"germany_saxony_DED_2021_2024","germany","germany_saxony","DED","DED","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"germany_saxony_anhalt_DEE_2021_2024","germany","germany_saxony_anhalt","DEE","DEE","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"germany_schleswig_holstein_DEF_2021_2024","germany","germany_schleswig_holstein","DEF","DEF","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"germany_thuringia_DEG_2021_2024","germany","germany_thuringia","DEG","DEG","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_alba_RO121_2021_2024","romania","romania_alba","RO121","RO121","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_arad_RO421_2021_2024","romania","romania_arad","RO421","RO421","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_arges_RO311_2021_2024","romania","romania_arges","RO311","RO311","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_bacau_RO211_2021_2024","romania","romania_bacau","RO211","RO211","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_bihor_RO111_2021_2024","romania","romania_bihor","RO111","RO111","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_bistrita_nasaud_RO112_2021_2024","romania","romania_bistrita_nasaud","RO112","RO112","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_botosani_RO212_2021_2024","romania","romania_botosani","RO212","RO212","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_brasov_RO122_2021_2024","romania","romania_brasov","RO122","RO122","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_braila_RO221_2021_2024","romania","romania_braila","RO221","RO221","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_bucharest_RO321_2021_2024","romania","romania_bucharest","RO321","RO321","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_buzau_RO222_2021_2024","romania","romania_buzau","RO222","RO222","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_caras_severin_RO422_2021_2024","romania","romania_caras_severin","RO422","RO422","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_calarasi_RO312_2021_2024","romania","romania_calarasi","RO312","RO312","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_cluj_RO113_2021_2024","romania","romania_cluj","RO113","RO113","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_constanta_RO223_2021_2024","romania","romania_constanta","RO223","RO223","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_covasna_RO123_2021_2024","romania","romania_covasna","RO123","RO123","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_dambovita_RO313_2021_2024","romania","romania_dambovita","RO313","RO313","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_dolj_RO411_2021_2024","romania","romania_dolj","RO411","RO411","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_galati_RO224_2021_2024","romania","romania_galati","RO224","RO224","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_giurgiu_RO314_2021_2024","romania","romania_giurgiu","RO314","RO314","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_gorj_RO412_2021_2024","romania","romania_gorj","RO412","RO412","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_harghita_RO124_2021_2024","romania","romania_harghita","RO124","RO124","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_hunedoara_RO423_2021_2024","romania","romania_hunedoara","RO423","RO423","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_ialomita_RO315_2021_2024","romania","romania_ialomita","RO315","RO315","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_iasi_RO213_2021_2024","romania","romania_iasi","RO213","RO213","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_ilfov_RO322_2021_2024","romania","romania_ilfov","RO322","RO322","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_maramures_RO114_2021_2024","romania","romania_maramures","RO114","RO114","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_mehedinti_RO413_2021_2024","romania","romania_mehedinti","RO413","RO413","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_mures_RO125_2021_2024","romania","romania_mures","RO125","RO125","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_neamt_RO214_2021_2024","romania","romania_neamt","RO214","RO214","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
"romania_olt_RO414_2021_2024","romania","romania_olt","RO414","RO414","NUTS 2024 correspondence","2021","2024","same_nuts2024_source_code_used_across_series","true","This confirms a stable source code in the selected Eurostat NUTS 2024 series; it is not a cadastral statement that historical boundaries never changed."
