country,country_slug,sector,status,project_ids,current_project_count,historical_project_count,source_reliability,model_eligible,double_counting_rule
"斯洛伐克","slovakia","logistics","no_verified_evidence","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"斯洛伐克","slovakia","infrastructure","no_verified_evidence","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"斯洛伐克","slovakia","energy","no_verified_evidence","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"德国","germany","battery","verified_active","[""de-catl-thuringia-battery""]","1","0","[""B""]","true","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"德国","germany","automotive","verified_active","[""de-catl-thuringia-battery""]","1","0","[""B""]","true","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"德国","germany","electronics","no_verified_evidence","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"德国","germany","logistics","verified_active","[""de-cosco-hhla-tollerort""]","1","0","[""B""]","true","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"德国","germany","infrastructure","no_verified_evidence","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"德国","germany","energy","no_verified_evidence","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"罗马尼亚","romania","battery","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"罗马尼亚","romania","automotive","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"罗马尼亚","romania","electronics","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"罗马尼亚","romania","logistics","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"罗马尼亚","romania","infrastructure","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"罗马尼亚","romania","energy","cancelled","[""ro-cgn-cernavoda-terminated""]","0","1","[""A""]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"斯洛文尼亚","slovenia","battery","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"斯洛文尼亚","slovenia","automotive","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"斯洛文尼亚","slovenia","electronics","verified_active","[""si-hisense-gorenje-acquisition""]","1","0","[""B""]","true","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"斯洛文尼亚","slovenia","logistics","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"斯洛文尼亚","slovenia","infrastructure","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"斯洛文尼亚","slovenia","energy","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"塞尔维亚","serbia","battery","no_verified_evidence","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"塞尔维亚","serbia","automotive","verified_active","[""rs-linglong-zrenjanin-tire""]","1","0","[""A""]","true","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"塞尔维亚","serbia","electronics","no_verified_evidence","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"塞尔维亚","serbia","logistics","no_verified_evidence","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"塞尔维亚","serbia","infrastructure","no_verified_evidence","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"塞尔维亚","serbia","energy","no_verified_evidence","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"奥地利","austria","battery","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"奥地利","austria","automotive","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"奥地利","austria","electronics","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"奥地利","austria","logistics","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"奥地利","austria","infrastructure","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"奥地利","austria","energy","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"克罗地亚","croatia","battery","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"克罗地亚","croatia","automotive","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"克罗地亚","croatia","electronics","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"克罗地亚","croatia","logistics","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"克罗地亚","croatia","infrastructure","verified_historical","[""hr-peljesac-bridge-crbc""]","0","1","[""A""]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
"克罗地亚","croatia","energy","insufficient_coverage","[]","0","0","[]","false","Project and industrial dimensions may cite the same fact for different meanings; a project amount is never added twice to an overall score."
