region_id,country_id,region_name_zh,region_name_en,region_name_local,admin_level,admin_code,parent_region_id,capital_or_main_city,region_type,is_v4_region,is_boundary_available,is_statistical_data_available,is_election_data_available,is_china_project_mapped,validation_manifest_file,manifest_status,expected_region_count,feature_count,nuts_code_count,region_id_candidate_count,detail_record_count,matched_region_count,unmatched_region_count,duplicate_region_id_count,duplicate_nuts_code_count,missing_geometry_count,manifest_detail_validation_status,region_id_final_matched,region_id_match_decision_status,region_id_match_evidence_status,license_checked,authoritative_topology_checked,public_display_ready,is_ready_for_display,data_status,source_status,last_updated,notes,region_code,region_name,local_name,level,nuts_adm_classification,geometry_source,geometry_version,geometry_source_url,geometry_license,topology_status,spatial_comparability
"poland_pomeranian","poland","滨海省","Pomeranian Voivodeship","Wojewodztwo pomorskie","ADM1","PL-22","","Gdansk","voivodeship","true","false","false","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","待核验","人工整理","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","PL-22","Pomeranian Voivodeship","Wojewodztwo pomorskie","ADM1","ADM1 voivodeship; NUTS correspondence pending","Eurostat GISCO NUTS 2024 candidate","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/nuts-2024-files.html","Non-commercial research display candidate; attribution required; public display remains gated.","not_checked","pending_level_and_definition_alignment"
"poland_silesian","poland","西里西亚省","Silesian Voivodeship","Wojewodztwo slaskie","ADM1","PL-24","","Katowice","voivodeship","true","false","false","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","待核验","人工整理","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","PL-24","Silesian Voivodeship","Wojewodztwo slaskie","ADM1","ADM1 voivodeship; NUTS correspondence pending","Eurostat GISCO NUTS 2024 candidate","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/nuts-2024-files.html","Non-commercial research display candidate; attribution required; public display remains gated.","not_checked","pending_level_and_definition_alignment"
"poland_swietokrzyskie","poland","圣十字省","Swietokrzyskie Voivodeship","Wojewodztwo swietokrzyskie","ADM1","PL-26","","Kielce","voivodeship","true","false","false","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","待核验","人工整理","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","PL-26","Swietokrzyskie Voivodeship","Wojewodztwo swietokrzyskie","ADM1","ADM1 voivodeship; NUTS correspondence pending","Eurostat GISCO NUTS 2024 candidate","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/nuts-2024-files.html","Non-commercial research display candidate; attribution required; public display remains gated.","not_checked","pending_level_and_definition_alignment"
"poland_warmian_masurian","poland","瓦尔米亚-马祖里省","Warmian-Masurian Voivodeship","Wojewodztwo warminsko-mazurskie","ADM1","PL-28","","Olsztyn","voivodeship","true","false","false","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","待核验","人工整理","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","PL-28","Warmian-Masurian Voivodeship","Wojewodztwo warminsko-mazurskie","ADM1","ADM1 voivodeship; NUTS correspondence pending","Eurostat GISCO NUTS 2024 candidate","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/nuts-2024-files.html","Non-commercial research display candidate; attribution required; public display remains gated.","not_checked","pending_level_and_definition_alignment"
"poland_greater_poland","poland","大波兰省","Greater Poland Voivodeship","Wojewodztwo wielkopolskie","ADM1","PL-30","","Poznan","voivodeship","true","false","false","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","待核验","人工整理","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","PL-30","Greater Poland Voivodeship","Wojewodztwo wielkopolskie","ADM1","ADM1 voivodeship; NUTS correspondence pending","Eurostat GISCO NUTS 2024 candidate","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/nuts-2024-files.html","Non-commercial research display candidate; attribution required; public display remains gated.","not_checked","pending_level_and_definition_alignment"
"poland_west_pomeranian","poland","西滨海省","West Pomeranian Voivodeship","Wojewodztwo zachodniopomorskie","ADM1","PL-32","","Szczecin","voivodeship","true","false","false","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","待核验","人工整理","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","PL-32","West Pomeranian Voivodeship","Wojewodztwo zachodniopomorskie","ADM1","ADM1 voivodeship; NUTS correspondence pending","Eurostat GISCO NUTS 2024 candidate","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/nuts-2024-files.html","Non-commercial research display candidate; attribution required; public display remains gated.","not_checked","pending_level_and_definition_alignment"
"hungary_budapest","hungary","布达佩斯","Budapest","Budapest","NUTS3","HU110","","Budapest","capital / county-equivalent","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU110","Budapest","Budapest","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_bacs_kiskun","hungary","巴奇-基什孔州","Bacs-Kiskun County","Bacs-Kiskun varmegye","NUTS3","HU331","","Kecskemet","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU331","Bacs-Kiskun County","Bacs-Kiskun varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_baranya","hungary","巴兰尼亚州","Baranya County","Baranya varmegye","NUTS3","HU231","","Pecs","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU231","Baranya County","Baranya varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_bekes","hungary","贝凯什州","Bekes County","Bekes varmegye","NUTS3","HU332","","Bekescsaba","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU332","Bekes County","Bekes varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_borsod_abauj_zemplen","hungary","包尔绍德-奥包乌伊-曾普伦州","Borsod-Abauj-Zemplen County","Borsod-Abauj-Zemplen varmegye","NUTS3","HU311","","Miskolc","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU311","Borsod-Abauj-Zemplen County","Borsod-Abauj-Zemplen varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_csongrad_csanad","hungary","琼格拉德-乔纳德州","Csongrad-Csanad County","Csongrad-Csanad varmegye","NUTS3","HU333","","Szeged","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU333","Csongrad-Csanad County","Csongrad-Csanad varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_fejer","hungary","费耶尔州","Fejer County","Fejer varmegye","NUTS3","HU211","","Szekesfehervar","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU211","Fejer County","Fejer varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_gyor_moson_sopron","hungary","杰尔-莫松-肖普朗州","Gyor-Moson-Sopron County","Gyor-Moson-Sopron varmegye","NUTS3","HU221","","Gyor","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU221","Gyor-Moson-Sopron County","Gyor-Moson-Sopron varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_hajdu_bihar","hungary","豪伊杜-比豪尔州","Hajdu-Bihar County","Hajdu-Bihar varmegye","NUTS3","HU321","","Debrecen","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU321","Hajdu-Bihar County","Hajdu-Bihar varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_heves","hungary","赫维什州","Heves County","Heves varmegye","NUTS3","HU312","","Eger","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU312","Heves County","Heves varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_jasz_nagykun_szolnok","hungary","亚斯-瑙吉孔-索尔诺克州","Jasz-Nagykun-Szolnok County","Jasz-Nagykun-Szolnok varmegye","NUTS3","HU322","","Szolnok","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU322","Jasz-Nagykun-Szolnok County","Jasz-Nagykun-Szolnok varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_komarom_esztergom","hungary","科马罗姆-埃斯泰尔戈姆州","Komarom-Esztergom County","Komarom-Esztergom varmegye","NUTS3","HU212","","Tatabanya","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU212","Komarom-Esztergom County","Komarom-Esztergom varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_nograd","hungary","诺格拉德州","Nograd County","Nograd varmegye","NUTS3","HU313","","Salgotarjan","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU313","Nograd County","Nograd varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_pest","hungary","佩斯州","Pest County","Pest varmegye","NUTS3","HU120","","Budapest","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU120","Pest County","Pest varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_somogy","hungary","绍莫吉州","Somogy County","Somogy varmegye","NUTS3","HU232","","Kaposvar","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU232","Somogy County","Somogy varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
